지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
108,2022-11-03 07:53,8,0,356.2,2.1,1009.2,1019.7,63.5,.07,0
108,2022-11-03 07:54,8,0,347.3,2,1009.3,1019.8,62.1,.08,0
108,2022-11-03 07:55,8,0,332.9,1.8,1009.3,1019.8,63.1,.08,0
108,2022-11-03 07:56,8,0,338.5,1.6,1009.3,1019.8,62.6,.08,0
108,2022-11-03 07:57,8,0,357.2,1.5,1009.3,1019.8,62.5,.08,0
108,2022-11-03 07:58,8,0,26.1,1.6,1009.3,1019.8,62.9,.08,0
108,2022-11-03 07:59,8,0,39.7,1.4,1009.4,1019.9,62.6,.09,0
108,2022-11-03 08:00,8,0,48.3,1.2,1009.4,1019.9,62,.09,0
108,2022-11-03 08:01,8,0,23.9,1.2,1009.5,1020,62.1,.09,0
108,2022-11-03 08:02,8,0,335.9,.8,1009.6,1020.1,62.4,.09,0
108,2022-11-03 08:03,8.1,0,338.6,.8,1009.6,1020.1,61,.1,0
108,2022-11-03 08:04,8.1,0,343.7,.8,1009.6,1020.1,61.6,.1,0
108,2022-11-03 08:05,8.1,0,338.6,1,1009.6,1020.1,61.5,.1,0
108,2022-11-03 08:06,8.1,0,337.7,.9,1009.6,1020.1,60.7,.11,0
108,2022-11-03 08:07,8.1,0,337.2,.7,1009.6,1020.1,60.2,.11,0
108,2022-11-03 08:08,8.2,0,341.8,.6,1009.5,1020,59.8,.12,0
108,2022-11-03 08:09,8.2,0,355,.5,1009.5,1020,59.7,.12,0
108,2022-11-03 08:10,8.2,0,27.9,.2,1009.5,1020,59.8,.13,0
108,2022-11-03 08:11,8.2,0,20.7,.1,1009.5,1020,60,.13,0
108,2022-11-03 08:12,8.3,0,41.2,.2,1009.5,1020,59.8,.14,0
108,2022-11-03 08:13,8.3,0,353.7,.4,1009.6,1020.1,59.1,.14,0
108,2022-11-03 08:14,8.3,0,346.8,.6,1009.6,1020.1,58.9,.15,0
108,2022-11-03 08:15,8.3,0,359,.8,1009.6,1020.1,58.1,.16,0
108,2022-11-03 08:16,8.3,0,13,.9,1009.5,1020,58.4,.16,0
108,2022-11-03 08:17,8.3,0,17.3,.8,1009.5,1020,59.3,.17,0
108,2022-11-03 08:18,8.3,0,9.2,1,1009.5,1020,60.1,.18,0
108,2022-11-03 08:19,8.3,0,12,1.2,1009.5,1020,59.1,.18,0
108,2022-11-03 08:20,8.3,0,17.5,1.6,1009.6,1020.1,60.8,.19,0
108,2022-11-03 08:21,8.3,0,346.8,1.8,1009.6,1020.1,61,.19,0
108,2022-11-03 08:22,8.4,0,348.8,1.8,1009.7,1020.2,61.1,.2,0
108,2022-11-03 08:23,8.4,0,340.6,1.4,1009.7,1020.2,61.2,.21,0
108,2022-11-03 08:24,8.4,0,332.5,1,1009.7,1020.2,60.9,.21,0
108,2022-11-03 08:25,8.4,0,338.6,.9,1009.7,1020.2,59.7,.22,0
108,2022-11-03 08:26,8.4,0,337.5,.9,1009.8,1020.3,59.5,.22,0
108,2022-11-03 08:27,8.4,0,341.2,.8,1009.8,1020.3,61.2,.23,0
108,2022-11-03 08:28,8.4,0,335.1,.5,1009.8,1020.3,61.3,.23,0
108,2022-11-03 08:29,8.5,0,336,.7,1009.9,1020.4,61.1,.24,0
108,2022-11-03 08:30,8.5,0,338.9,.8,1009.8,1020.3,60.8,.24,0
108,2022-11-03 08:31,8.5,0,.9,.6,1009.8,1020.3,61.5,.25,0
108,2022-11-03 08:32,8.5,0,21.1,.5,1009.9,1020.4,60.4,.26,0
108,2022-11-03 08:33,8.6,0,22.5,.3,1009.9,1020.4,60.3,.26,0
108,2022-11-03 08:34,8.6,0,352.6,.5,1009.9,1020.4,60.8,.27,0
108,2022-11-03 08:35,8.6,0,323.2,.3,1009.9,1020.4,60.9,.28,0
108,2022-11-03 08:36,8.6,0,335.7,.5,1009.9,1020.4,60.7,.28,0
108,2022-11-03 08:37,8.6,0,329.6,.6,1009.9,1020.4,60.5,.29,0
108,2022-11-03 08:38,8.7,0,325.6,.8,1010,1020.5,60.4,.3,0
108,2022-11-03 08:39,8.7,0,292.7,.6,1010,1020.5,59.9,.3,0
108,2022-11-03 08:40,8.7,0,321.3,.7,1010,1020.5,60.1,.31,0
108,2022-11-03 08:41,8.7,0,340.6,1,1010,1020.5,60.2,.32,0
108,2022-11-03 08:42,8.8,0,342,1.1,1010,1020.5,59.9,.32,0
108,2022-11-03 08:43,8.8,0,329.6,1.2,1010,1020.5,60.5,.33,0
108,2022-11-03 08:44,8.9,0,331,1.1,1010,1020.4,62.1,.34,0
108,2022-11-03 08:45,8.9,0,317.9,.7,1010,1020.4,62.7,.34,0
108,2022-11-03 08:46,8.9,0,306.8,.2,1010,1020.4,62.8,.35,0
108,2022-11-03 08:47,8.9,0,268.4,.4,1010,1020.4,63.4,.35,0
108,2022-11-03 08:48,8.8,0,265.7,.8,1010,1020.5,62.8,.36,0
108,2022-11-03 08:49,8.8,0,251.2,.4,1010,1020.5,63.6,.37,0
108,2022-11-03 08:50,8.9,0,251.7,.6,1010,1020.4,64.3,.37,0
108,2022-11-03 08:51,8.9,0,274,.7,1010,1020.4,64.4,.38,0
108,2022-11-03 08:52,8.9,0,282.5,.5,1010,1020.4,64.4,.38,0
108,2022-11-03 08:53,8.9,0,182.3,.3,1010,1020.4,64.6,.39,0
108,2022-11-03 08:54,8.9,0,95.6,0,1010,1020.4,65.2,.39,0
108,2022-11-03 08:55,8.9,0,0,0,1010,1020.4,66.4,.4,0
108,2022-11-03 08:56,8.9,0,89,0,1010,1020.4,66.4,.4,0
108,2022-11-03 08:57,8.9,0,158.7,0,1010,1020.4,65.8,.41,0
108,2022-11-03 08:58,8.9,0,195.4,0,1010,1020.4,64.2,.42,0
108,2022-11-03 08:59,8.9,0,219.8,.2,1010,1020.4,65.9,.42,0
108,2022-11-03 09:00,8.9,0,173.8,.3,1010,1020.4,65.3,.43,0
108,2022-11-03 09:01,9,0,145.1,.1,1010,1020.4,65.8,.44,0
108,2022-11-03 09:02,9,0,106.6,0,1010,1020.4,64.7,.45,0
108,2022-11-03 09:03,9,0,214.1,0,1010,1020.4,64.7,.46,0
108,2022-11-03 09:04,9,0,245.2,.4,1010,1020.4,65.4,.47,0
108,2022-11-03 09:05,9,0,248.8,.5,1010,1020.4,65.6,.48,0
108,2022-11-03 09:06,9,0,238.8,.2,1010,1020.4,65.9,.49,0
108,2022-11-03 09:07,9.1,0,0,0,1010,1020.4,65.3,.5,0
108,2022-11-03 09:08,9.1,0,264.4,0,1010,1020.4,66.2,.52,0
108,2022-11-03 09:09,9.1,0,242.1,0,1010,1020.4,64.9,.53,0
108,2022-11-03 09:10,9.1,0,241.9,.2,1010,1020.4,65.8,.55,0
108,2022-11-03 09:11,9.2,0,234.5,.5,1010.1,1020.5,65.6,.56,0
108,2022-11-03 09:12,9.2,0,231,.7,1010.1,1020.5,66.7,.58,60
108,2022-11-03 09:13,9.3,0,204.5,1.2,1010.1,1020.5,66.7,.59,60
108,2022-11-03 09:14,9.3,0,219.3,1.1,1010.1,1020.5,65.7,.61,180
108,2022-11-03 09:15,9.4,0,177.1,1.3,1010,1020.4,65.6,.63,240
108,2022-11-03 09:16,9.4,0,195.5,1,1010,1020.4,65.8,.64,240
108,2022-11-03 09:17,9.5,0,181.3,1.6,1010,1020.4,64.9,.66,240
108,2022-11-03 09:18,9.5,0,163.3,1.2,1010,1020.4,64.7,.67,240
108,2022-11-03 09:19,9.6,0,184.8,.9,1010,1020.4,65,.69,300
108,2022-11-03 09:20,9.7,0,177.2,1.9,1010,1020.4,64.6,.71,360
108,2022-11-03 09:21,9.8,0,175.3,1.6,1010,1020.4,63.1,.73,420
108,2022-11-03 09:22,9.8,0,172.4,1.1,1010,1020.4,62.2,.75,420
108,2022-11-03 09:23,9.9,0,181.4,1.8,1009.9,1020.3,62.5,.77,540
108,2022-11-03 09:24,9.9,0,197.3,1.9,1009.9,1020.3,60.8,.79,600
108,2022-11-03 09:25,10,0,199.4,1.2,1009.9,1020.3,59,.81,600
108,2022-11-03 09:26,10,0,231.3,1.1,1009.9,1020.3,58.5,.82,720
108,2022-11-03 09:27,10.1,0,197.2,.8,1009.9,1020.3,58,.84,780
108,2022-11-03 09:28,10.1,0,192.7,.9,1009.9,1020.3,58.4,.86,780
108,2022-11-03 09:29,10.2,0,223.8,1.5,1009.9,1020.3,57.3,.88,900
108,2022-11-03 09:30,10.2,0,216.9,1.7,1009.9,1020.3,55.4,.91,960
108,2022-11-03 09:31,10.3,0,196.2,1.2,1009.9,1020.3,55.1,.93,960
108,2022-11-03 09:32,10.3,0,202.9,.4,1009.8,1020.2,53.9,.95,1020
108,2022-11-03 09:33,10.4,0,237.4,1.4,1009.8,1020.2,53.9,.97,1080
108,2022-11-03 09:34,10.4,0,248.8,1.5,1009.8,1020.2,53.8,1,1140
108,2022-11-03 09:35,10.4,0,235.9,1.3,1009.8,1020.2,53.1,1.02,1200
108,2022-11-03 09:36,10.5,0,244.8,.9,1009.7,1020.1,51.7,1.04,1200
108,2022-11-03 09:37,10.5,0,239.1,1,1009.7,1020.1,52.3,1.06,1260
108,2022-11-03 09:38,10.5,0,294.4,.8,1009.7,1020.1,51.7,1.08,1260
108,2022-11-03 09:39,10.6,0,286.2,1.4,1009.7,1020.1,53.3,1.1,1260
108,2022-11-03 09:40,10.6,0,279.3,1,1009.7,1020.1,54,1.12,1260
108,2022-11-03 09:41,10.7,0,224.2,1.3,1009.7,1020.1,52.6,1.14,1320
108,2022-11-03 09:42,10.8,0,226.8,1.3,1009.7,1020.1,52.8,1.17,1440
108,2022-11-03 09:43,10.8,0,252.1,1.2,1009.6,1020,52.8,1.19,1440
108,2022-11-03 09:44,10.9,0,215.9,1.9,1009.6,1020,52,1.22,1500
108,2022-11-03 09:45,10.9,0,227.6,1,1009.6,1020,51.7,1.24,1560
108,2022-11-03 09:46,11,0,218.8,.6,1009.6,1020,52.4,1.27,1620
108,2022-11-03 09:47,11,0,249.6,1.4,1009.6,1020,52.4,1.29,1680
108,2022-11-03 09:48,11.1,0,248.1,1.3,1009.6,1020,51.5,1.32,1740
108,2022-11-03 09:49,11.1,0,250.6,.9,1009.5,1019.9,52.5,1.35,1800
108,2022-11-03 09:50,11.2,0,239.2,.9,1009.5,1019.9,51.7,1.37,1860
108,2022-11-03 09:51,11.2,0,279.2,.9,1009.5,1019.9,51.4,1.4,1920
108,2022-11-03 09:52,11.2,0,274.8,.9,1009.5,1019.9,51.2,1.43,1980
108,2022-11-03 09:53,11.2,0,274.9,.6,1009.4,1019.8,50.3,1.45,2040
108,2022-11-03 09:54,11.3,0,280.5,.4,1009.4,1019.8,51.4,1.48,2100
108,2022-11-03 09:55,11.4,0,299.2,.4,1009.4,1019.8,51.1,1.5,2160
108,2022-11-03 09:56,11.4,0,261.4,.2,1009.4,1019.8,51.6,1.52,2220
108,2022-11-03 09:57,11.4,0,281.3,.8,1009.3,1019.7,52.7,1.54,2220
108,2022-11-03 09:58,11.5,0,115.8,.3,1009.3,1019.7,51,1.56,2280
108,2022-11-03 09:59,11.6,0,85.1,.8,1009.3,1019.6,51.6,1.58,2280
108,2022-11-03 10:00,11.7,0,81.3,.8,1009.3,1019.6,50.4,1.6,2280
108,2022-11-03 10:01,11.7,0,56.4,.8,1009.3,1019.6,51.4,1.62,2280
108,2022-11-03 10:02,11.8,0,30,.9,1009.3,1019.6,51,1.64,2280
108,2022-11-03 10:03,11.8,0,38.1,.6,1009.2,1019.5,50.2,1.66,2280
108,2022-11-03 10:04,11.8,0,309.4,.2,1009.2,1019.5,50,1.68,2280
108,2022-11-03 10:05,11.9,0,349.8,.6,1009.1,1019.4,49.8,1.7,2280
108,2022-11-03 10:06,11.9,0,28.2,.6,1009.1,1019.4,50.1,1.72,2280
108,2022-11-03 10:07,11.9,0,342.4,.6,1009.1,1019.4,50.4,1.73,2280
108,2022-11-03 10:08,11.9,0,338.2,.9,1009.1,1019.4,49.9,1.75,2280
108,2022-11-03 10:09,11.9,0,32.6,.7,1009.1,1019.4,50,1.77,2280
108,2022-11-03 10:10,11.9,0,44.4,.8,1009,1019.3,48.3,1.78,2280
108,2022-11-03 10:11,11.9,0,21.2,1.3,1009,1019.3,50.8,1.79,2280
108,2022-11-03 10:12,11.9,0,11.6,.9,1009,1019.3,49.5,1.81,2280
108,2022-11-03 10:13,11.9,0,337.5,1,1009,1019.3,49.3,1.81,2280
108,2022-11-03 10:14,11.9,0,343.4,.9,1009,1019.3,48.9,1.82,2280
108,2022-11-03 10:15,11.9,0,341.1,.5,1009,1019.3,49.5,1.83,2280
108,2022-11-03 10:16,11.9,0,336.1,.4,1009,1019.3,49.9,1.84,2280
108,2022-11-03 10:17,11.9,0,355.7,.2,1009,1019.3,49.1,1.85,2280
108,2022-11-03 10:18,11.9,0,287.6,.4,1009,1019.3,49.9,1.86,2280
108,2022-11-03 10:19,11.9,0,267.7,.8,1009,1019.3,49,1.87,2280
108,2022-11-03 10:20,11.9,0,244.6,1.3,1009,1019.3,50.4,1.88,2280
108,2022-11-03 10:21,11.9,0,236,1,1009,1019.3,49.6,1.9,2280
108,2022-11-03 10:22,12,0,246.3,1.6,1009,1019.3,51.4,1.9,2280
108,2022-11-03 10:23,12,0,234.1,1.3,1009,1019.3,51.4,1.9,2280
108,2022-11-03 10:24,12,0,246.2,1.6,1009,1019.3,51.3,1.91,2280
108,2022-11-03 10:25,12,0,228.2,1.1,1008.9,1019.2,49.7,1.92,2280
108,2022-11-03 10:26,12,0,219.8,.9,1008.9,1019.2,50.5,1.94,2280
108,2022-11-03 10:27,12,0,241.7,1.4,1008.9,1019.2,49.4,1.95,2280
108,2022-11-03 10:28,12,0,243.8,1.7,1009,1019.3,50.3,1.96,2280
108,2022-11-03 10:29,12.1,0,227.4,1.1,1009,1019.3,49.4,1.98,2280
108,2022-11-03 10:30,12.1,0,254.1,.8,1009,1019.3,51.6,1.99,2280
108,2022-11-03 10:31,12.1,0,258.2,.8,1009,1019.3,50.3,2,2280
108,2022-11-03 10:32,12.1,0,237.7,.7,1009,1019.3,48.8,2.02,2280
108,2022-11-03 10:33,12.1,0,214.1,.3,1009,1019.3,49.1,2.03,2280
108,2022-11-03 10:34,12.1,0,234.6,0,1009,1019.3,49.7,2.05,2280
108,2022-11-03 10:35,12.1,0,246.7,.9,1009.1,1019.4,50.8,2.06,2280
108,2022-11-03 10:36,12.1,0,238.3,1.2,1009.1,1019.4,50.1,2.07,2280
108,2022-11-03 10:37,12.2,0,235.4,1.5,1009.2,1019.5,49.9,2.09,2280
108,2022-11-03 10:38,12.2,0,270.7,1.5,1009.2,1019.5,50.1,2.1,2280
108,2022-11-03 10:39,12.2,0,261.5,2.2,1009.2,1019.5,49.8,2.12,2280
108,2022-11-03 10:40,12.2,0,247.8,1.5,1009.2,1019.5,50,2.13,2280
108,2022-11-03 10:41,12.3,0,251.8,.8,1009.2,1019.5,49.3,2.15,2280
108,2022-11-03 10:42,12.3,0,234.7,.7,1009.2,1019.5,49.6,2.16,2280
108,2022-11-03 10:43,12.3,0,305.1,.9,1009.1,1019.4,51.4,2.18,2280
108,2022-11-03 10:44,12.3,0,280.8,1.6,1009.1,1019.4,49.6,2.2,2280
108,2022-11-03 10:45,12.4,0,199,1.2,1009.1,1019.4,49.8,2.21,2280
108,2022-11-03 10:46,12.4,0,135.9,.6,1009.1,1019.4,49,2.23,2280
108,2022-11-03 10:47,12.4,0,242.2,1.2,1009.1,1019.4,48.1,2.24,2280
108,2022-11-03 10:48,12.4,0,223.8,2.1,1009,1019.3,48.9,2.26,2280
108,2022-11-03 10:49,12.4,0,234.1,2.3,1009,1019.3,47.3,2.28,2280
108,2022-11-03 10:50,12.4,0,228.9,1.7,1009,1019.3,47.9,2.29,2280
108,2022-11-03 10:51,12.5,0,274.7,2,1009,1019.3,48.4,2.31,2280
108,2022-11-03 10:52,12.5,0,281.9,1.8,1008.9,1019.2,48.8,2.33,2280
108,2022-11-03 10:53,12.5,0,288.9,1.7,1008.9,1019.2,47.5,2.34,2280
108,2022-11-03 10:54,12.5,0,287,1.8,1008.9,1019.2,47.3,2.36,2280
108,2022-11-03 10:55,12.6,0,281.4,2,1008.9,1019.2,47.2,2.38,2280
108,2022-11-03 10:56,12.6,0,251.3,2.6,1008.9,1019.2,47,2.4,2280
108,2022-11-03 10:57,12.6,0,265.8,2.2,1008.9,1019.2,46.7,2.41,2280
108,2022-11-03 10:58,12.6,0,243.6,2.1,1008.9,1019.2,46,2.43,2280
108,2022-11-03 10:59,12.6,0,262.2,2.1,1008.9,1019.2,46.1,2.45,2280
108,2022-11-03 11:00,12.6,0,290.5,1.9,1008.9,1019.2,46.1,2.47,2280
108,2022-11-03 11:01,12.6,0,242.3,1.7,1008.9,1019.2,46.2,2.49,2280
108,2022-11-03 11:02,12.6,0,252.2,2.4,1009,1019.3,46.7,2.51,2280
108,2022-11-03 11:03,12.7,0,269.2,1.4,1008.9,1019.2,46.5,2.52,2280
108,2022-11-03 11:04,12.7,0,246.9,1.4,1009,1019.3,47.2,2.54,2280
108,2022-11-03 11:05,12.7,0,258.6,2.3,1008.9,1019.2,46.5,2.56,2280
108,2022-11-03 11:06,12.7,0,232.5,1.9,1008.9,1019.2,46,2.57,2280
108,2022-11-03 11:07,12.7,0,256.9,1.6,1008.9,1019.2,47.1,2.59,2280
108,2022-11-03 11:08,12.7,0,252.4,2.4,1008.9,1019.2,46.3,2.6,2280
108,2022-11-03 11:09,12.7,0,251.4,2.1,1008.9,1019.2,45.8,2.62,2280
108,2022-11-03 11:10,12.7,0,245.4,2.1,1008.9,1019.2,47.1,2.63,2280
108,2022-11-03 11:11,12.8,0,258.4,2.6,1008.9,1019.2,46.3,2.65,2280
108,2022-11-03 11:12,12.8,0,261.9,2.7,1008.9,1019.2,47.9,2.67,2280
108,2022-11-03 11:13,12.8,0,294.9,3,1008.9,1019.2,46.6,2.69,2280
108,2022-11-03 11:14,12.8,0,292.2,2.5,1008.9,1019.2,44.9,2.71,2280
108,2022-11-03 11:15,12.8,0,286.5,1.9,1008.9,1019.2,44.8,2.73,2280
108,2022-11-03 11:16,12.8,0,307.8,1.9,1008.9,1019.2,45.8,2.75,2280
108,2022-11-03 11:17,12.8,0,297,1.4,1008.9,1019.2,45.9,2.77,2280
108,2022-11-03 11:18,12.8,0,241.5,1.7,1008.9,1019.2,44.9,2.79,2280
108,2022-11-03 11:19,12.8,0,263.1,1.2,1008.9,1019.2,45.2,2.81,2280
108,2022-11-03 11:20,12.8,0,246.5,1,1008.9,1019.2,46,2.83,2280
108,2022-11-03 11:21,12.9,0,221.5,.4,1008.9,1019.2,45.8,2.85,2280
108,2022-11-03 11:22,12.9,0,313,1.1,1008.9,1019.2,45.1,2.88,2280
108,2022-11-03 11:23,12.9,0,287.3,2.3,1008.9,1019.2,44.6,2.9,2280
108,2022-11-03 11:24,12.9,0,267.9,2.1,1008.9,1019.2,44.9,2.92,2280
108,2022-11-03 11:25,13,0,278.1,1.5,1008.8,1019.1,45.6,2.94,2280
108,2022-11-03 11:26,13,0,274,.9,1008.8,1019.1,46.3,2.96,2280
108,2022-11-03 11:27,13.1,0,253.2,1.4,1008.8,1019.1,47.3,2.98,2280
108,2022-11-03 11:28,13.1,0,296.6,1.4,1008.8,1019.1,47.2,3,2280
108,2022-11-03 11:29,13.1,0,272.6,1.6,1008.8,1019.1,46.1,3.02,2280
108,2022-11-03 11:30,13.1,0,283.7,3.2,1008.8,1019.1,45,3.04,2280
108,2022-11-03 11:31,13.1,0,289.3,2.7,1008.8,1019.1,43.5,3.06,2280
108,2022-11-03 11:32,13.1,0,306.4,2.1,1008.7,1019,46,3.08,2280
108,2022-11-03 11:33,13.1,0,269.9,1.7,1008.7,1019,45.2,3.1,2280
108,2022-11-03 11:34,13.1,0,240,2.5,1008.7,1019,44.9,3.11,2280
108,2022-11-03 11:35,13.1,0,275.5,1.7,1008.7,1019,44.9,3.13,2280
108,2022-11-03 11:36,13.1,0,275.9,1.3,1008.7,1019,46.7,3.14,2280
108,2022-11-03 11:37,13.1,0,283.9,1.8,1008.7,1019,45.3,3.15,2280
108,2022-11-03 11:38,13.1,0,258.3,2,1008.6,1018.9,46.2,3.17,2280
108,2022-11-03 11:39,13.1,0,290.5,2.4,1008.7,1019,45.6,3.17,2280
108,2022-11-03 11:40,13.1,0,277.2,2.3,1008.6,1018.9,45.3,3.17,2280
108,2022-11-03 11:41,13,0,283.4,2.8,1008.6,1018.9,45.4,3.18,2280
108,2022-11-03 11:42,13,0,292.2,2.9,1008.6,1018.9,46.2,3.19,2280
108,2022-11-03 11:43,13,0,273.9,2.3,1008.6,1018.9,45.4,3.19,2280
108,2022-11-03 11:44,13,0,256.6,2.4,1008.6,1018.9,46.9,3.19,2280
108,2022-11-03 11:45,13,0,247.1,3.3,1008.6,1018.9,46.1,3.21,2280
108,2022-11-03 11:46,13,0,255.2,2.7,1008.6,1018.9,45.8,3.22,2280
108,2022-11-03 11:47,13,0,283.6,2.5,1008.6,1018.9,46.4,3.23,2280
108,2022-11-03 11:48,13,0,303.8,2.5,1008.6,1018.9,45.9,3.25,2280
108,2022-11-03 11:49,13,0,270,2,1008.6,1018.9,46.2,3.26,2280
108,2022-11-03 11:50,13,0,270.8,2,1008.6,1018.9,46.2,3.28,2280
108,2022-11-03 11:51,13.1,0,256.3,2.3,1008.6,1018.9,47.3,3.29,2280
108,2022-11-03 11:52,13.1,0,253,2.9,1008.7,1019,46.3,3.31,2280
108,2022-11-03 11:53,13.1,0,260.6,2.3,1008.7,1019,45.6,3.33,2280
108,2022-11-03 11:54,13.1,0,264.6,2.2,1008.7,1019,45.4,3.35,2280
108,2022-11-03 11:55,13.1,0,257.2,2.3,1008.7,1019,46.4,3.36,2280
108,2022-11-03 11:56,13.1,0,258.8,2.5,1008.7,1019,47,3.38,2280
108,2022-11-03 11:57,13.1,0,258.1,2.3,1008.7,1019,46.6,3.4,2280
108,2022-11-03 11:58,13.1,0,269.8,2.9,1008.7,1019,45.7,3.41,2280
108,2022-11-03 11:59,13.1,0,260.7,2.2,1008.7,1019,47.7,3.43,2280
108,2022-11-03 12:00,13.1,0,282.6,2.7,1008.8,1019.1,47.5,3.45,2280
108,2022-11-03 12:01,13.1,0,292.6,3.3,1008.7,1019,46.9,3.47,2280
108,2022-11-03 12:02,13.1,0,296.1,2.7,1008.7,1019,46.7,3.48,2280
108,2022-11-03 12:03,13.1,0,304.4,2.3,1008.7,1019,46.6,3.5,2280
108,2022-11-03 12:04,13.1,0,246.2,1.2,1008.7,1019,47.1,3.51,2280
108,2022-11-03 12:05,13.2,0,249.3,1.7,1008.7,1019,47.4,3.53,2280
108,2022-11-03 12:06,13.2,0,251.1,2.4,1008.7,1019,47.8,3.54,2280
108,2022-11-03 12:07,13.1,0,281.3,2.6,1008.7,1019,47.1,3.56,2280
108,2022-11-03 12:08,13.1,0,294.5,2.9,1008.7,1019,47.4,3.57,2280
108,2022-11-03 12:09,13.1,0,284.4,2.6,1008.7,1019,47.6,3.58,2280
108,2022-11-03 12:10,13.1,0,257.9,1.9,1008.6,1018.9,46.8,3.59,2280
108,2022-11-03 12:11,13.1,0,253,1.2,1008.6,1018.9,47.2,3.61,2280
108,2022-11-03 12:12,13.1,0,290.8,2,1008.6,1018.9,47.5,3.62,2280
108,2022-11-03 12:13,13.1,0,242.2,2.3,1008.6,1018.9,46.6,3.63,2280
108,2022-11-03 12:14,13.1,0,247.8,2.8,1008.6,1018.9,47.1,3.64,2280
108,2022-11-03 12:15,13.1,0,278,1.8,1008.6,1018.9,47.7,3.66,2280
108,2022-11-03 12:16,13.1,0,287.6,1.6,1008.6,1018.9,48.1,3.68,2280
108,2022-11-03 12:17,13.1,0,284.3,2.9,1008.6,1018.9,45.9,3.7,2280
108,2022-11-03 12:18,13.1,0,265.4,2.4,1008.6,1018.9,47.3,3.71,2280
108,2022-11-03 12:19,13.1,0,265.8,2.9,1008.6,1018.9,48.2,3.73,2280
108,2022-11-03 12:20,13.1,0,251.4,3.9,1008.6,1018.9,46.8,3.75,2280
108,2022-11-03 12:21,13.1,0,256,3.1,1008.6,1018.9,47.5,3.77,2280
108,2022-11-03 12:22,13.1,0,236.8,2.8,1008.5,1018.8,47.5,3.78,2280
108,2022-11-03 12:23,13.1,0,253.7,2.9,1008.5,1018.8,46.8,3.8,2280
108,2022-11-03 12:24,13.1,0,245.6,3.3,1008.5,1018.8,46.5,3.82,2280
108,2022-11-03 12:25,13.1,0,244.4,2.9,1008.4,1018.7,46.1,3.84,2280
108,2022-11-03 12:26,13.1,0,235.6,2.5,1008.4,1018.7,46.2,3.86,2280
108,2022-11-03 12:27,13.2,0,273.5,1.7,1008.4,1018.7,49,3.88,2280
108,2022-11-03 12:28,13.2,0,258.8,2.6,1008.4,1018.7,47.9,3.9,2280
108,2022-11-03 12:29,13.2,0,228.3,3.6,1008.4,1018.7,47,3.92,2280
108,2022-11-03 12:30,13.2,0,241.2,2.9,1008.4,1018.7,46,3.94,2280
108,2022-11-03 12:31,13.2,0,251.4,2,1008.4,1018.7,47.1,3.96,2280
108,2022-11-03 12:32,13.3,0,288.1,2.4,1008.4,1018.7,47.5,3.98,2280
108,2022-11-03 12:33,13.3,0,285.1,2.1,1008.4,1018.7,48.7,3.99,2280
108,2022-11-03 12:34,13.3,0,264,3,1008.4,1018.7,47.2,4.01,2280
108,2022-11-03 12:35,13.3,0,273.6,3.2,1008.4,1018.7,46.8,4.03,2280
108,2022-11-03 12:36,13.3,0,250.3,2.8,1008.5,1018.8,46.4,4.05,2280
108,2022-11-03 12:37,13.3,0,261.3,2.5,1008.5,1018.8,46.5,4.07,2280
108,2022-11-03 12:38,13.3,0,259.9,1.9,1008.5,1018.8,46.1,4.08,2280
108,2022-11-03 12:39,13.3,0,266.4,2.1,1008.4,1018.7,46.9,4.1,2280
108,2022-11-03 12:40,13.3,0,246.7,2.4,1008.4,1018.7,46.9,4.12,2280
108,2022-11-03 12:41,13.3,0,275.7,2.1,1008.4,1018.7,46.2,4.14,2280
108,2022-11-03 12:42,13.4,0,276.6,1.9,1008.4,1018.6,46.6,4.16,2280
108,2022-11-03 12:43,13.4,0,263.4,3.2,1008.4,1018.6,47.6,4.17,2280
108,2022-11-03 12:44,13.4,0,248.2,3.6,1008.4,1018.6,45.4,4.19,2280
108,2022-11-03 12:45,13.4,0,264.4,3.4,1008.4,1018.6,45.8,4.21,2280
108,2022-11-03 12:46,13.3,0,266.9,3.2,1008.4,1018.7,47.1,4.23,2280
108,2022-11-03 12:47,13.3,0,253.5,3.1,1008.4,1018.7,45.7,4.24,2280
108,2022-11-03 12:48,13.3,0,236.6,2.8,1008.4,1018.7,46.9,4.25,2280
108,2022-11-03 12:49,13.3,0,259.8,2.3,1008.4,1018.7,46.3,4.26,2280
108,2022-11-03 12:50,13.3,0,264.4,2.4,1008.4,1018.7,46.7,4.27,2280
108,2022-11-03 12:51,13.3,0,304.7,2.1,1008.4,1018.7,46.6,4.28,2280
108,2022-11-03 12:52,13.3,0,275.6,1.4,1008.4,1018.7,45.6,4.29,2280
108,2022-11-03 12:53,13.2,0,295.9,2.6,1008.4,1018.7,46.1,4.3,2280
108,2022-11-03 12:54,13.3,0,283.5,2.3,1008.5,1018.8,46.7,4.31,2280
108,2022-11-03 12:55,13.3,0,277.3,1.9,1008.5,1018.8,47.7,4.32,2280
108,2022-11-03 12:56,13.2,0,289.8,2.2,1008.5,1018.8,47.2,4.33,2280
108,2022-11-03 12:57,13.2,0,247.9,2.7,1008.5,1018.8,46.3,4.34,2280
108,2022-11-03 12:58,13.2,0,263.3,3.8,1008.4,1018.7,47.2,4.35,2280
